"id","ball_num","base_num","subseq_num","frequency"
185,1,7,26,2
186,1,7,29,1
187,1,8,1,22
188,1,8,2,20
189,1,8,3,23
190,1,8,4,21
191,1,8,5,15
192,1,8,6,12
193,1,8,7,15
194,1,8,8,14
195,1,8,9,10
196,1,8,10,7
197,1,8,11,5
198,1,8,12,7
199,1,8,13,4
200,1,8,14,3
201,1,8,15,2
202,1,8,16,9
203,1,8,17,1
204,1,8,18,5
205,1,8,19,1
206,1,8,21,2
207,1,8,23,3
208,1,8,24,1
209,1,8,25,1
210,1,8,26,2
211,1,8,32,1
212,1,9,1,28
213,1,9,2,24
214,1,9,3,16
215,1,9,4,22
216,1,9,5,21
217,1,9,6,14
218,1,9,7,18
219,1,9,8,7
220,1,9,9,11
221,1,9,10,10
222,1,9,11,9
223,1,9,12,4
224,1,9,13,3
225,1,9,14,5
226,1,9,15,2
227,1,9,16,3
228,1,9,17,2
229,1,9,18,3
230,1,9,19,1
231,1,9,20,4
232,1,9,21,4
233,1,9,22,2
234,1,9,24,1
235,1,9,26,1
236,1,9,27,1
237,1,9,28,1
238,1,10,1,25
239,1,10,2,21
240,1,10,3,10
241,1,10,4,18
242,1,10,5,11
243,1,10,6,15
244,1,10,7,15
245,1,10,8,6
246,1,10,9,12
247,1,10,10,9
248,1,10,11,13
249,1,10,12,4
250,1,10,13,3
251,1,10,14,1
252,1,10,15,1
253,1,10,17,1
254,1,10,18,1
255,1,10,19,2
256,1,10,20,1
257,1,10,21,2
258,1,10,24,2
259,1,10,26,1
260,1,10,27,1
261,1,10,30,1
262,1,11,1,15
263,1,11,2,13
264,1,11,3,15
265,1,11,4,17
266,1,11,5,9
267,1,11,6,10
268,1,11,7,11
269,1,11,8,11
270,1,11,9,10
271,1,11,10,5
272,1,11,11,10
273,1,11,12,8
274,1,11,13,4
275,1,11,14,4
276,1,11,15,1
277,1,11,16,6
278,1,11,17,3
279,1,11,18,2
280,1,11,19,1
281,1,11,20,2
282,1,11,22,1
283,1,11,23,1
284,1,11,25,1
285,1,11,29,1
286,1,12,1,17
287,1,12,2,18
288,1,12,3,13
289,1,12,4,14
290,1,12,5,4
291,1,12,6,12
292,1,12,7,7
293,1,12,8,5
294,1,12,9,7
295,1,12,10,5
296,1,12,11,3
297,1,12,12,4
298,1,12,13,7
299,1,12,14,2
300,1,12,15,4
301,1,12,16,6
302,1,12,17,3
303,1,12,18,1
304,1,12,19,1
305,1,12,21,1
306,1,12,23,1
307,1,12,30,1
308,1,13,1,14
309,1,13,2,10
310,1,13,3,14
311,1,13,4,8
312,1,13,5,8
313,1,13,6,6
314,1,13,7,8
315,1,13,8,5
316,1,13,9,8
317,1,13,10,2
318,1,13,11,8
319,1,13,12,5
320,1,13,13,2
321,1,13,14,1
322,1,13,15,4
323,1,13,16,2
324,1,13,18,3
325,1,13,19,3
326,1,13,22,1
327,1,13,28,1
328,1,13,29,1
329,1,14,1,7
330,1,14,2,11
331,1,14,3,8
332,1,14,4,9
333,1,14,5,4
334,1,14,6,11
335,1,14,7,4
336,1,14,8,2
337,1,14,9,5
338,1,14,10,5
339,1,14,11,2
340,1,14,12,3
341,1,14,13,1
342,1,14,14,1
343,1,14,15,1
344,1,14,17,1
345,1,14,18,3
346,1,14,19,2
347,1,14,24,1
348,1,14,26,1
349,1,15,1,12
350,1,15,2,5
351,1,15,3,11
352,1,15,4,9
353,1,15,5,4
354,1,15,6,5
355,1,15,7,2
356,1,15,8,5
357,1,15,9,8
358,1,15,10,2
359,1,15,11,2
360,1,15,12,2
361,1,15,13,1
362,1,15,14,4
363,1,15,15,1
364,1,15,18,1
365,1,15,19,2
366,1,15,20,2
367,1,15,21,1
368,1,15,30,1
369,1,16,1,10
370,1,16,2,5
371,1,16,3,4
372,1,16,4,8
373,1,16,5,5
374,1,16,6,7
375,1,16,7,10
376,1,16,8,4
377,1,16,9,2
378,1,16,10,2
379,1,16,11,6
380,1,16,12,3
381,1,16,13,4
382,1,16,14,2
383,1,16,15,2
384,1,16,16,1
385,1,16,17,1
386,1,16,19,2
387,1,16,20,1
388,1,16,21,1
389,1,16,29,1
390,1,17,1,6
391,1,17,2,7
392,1,17,3,9
393,1,17,4,1
394,1,17,5,3
395,1,17,6,5
396,1,17,8,3
397,1,17,9,1
398,1,17,10,5
399,1,17,11,1
400,1,17,12,1
401,1,17,13,2
402,1,17,14,2
403,1,17,15,1
404,1,17,16,1
405,1,17,17,3
406,1,17,18,1
407,1,17,19,2
408,1,17,24,1
409,1,17,28,1
410,1,18,1,7
411,1,18,2,3
412,1,18,3,3
413,1,18,4,3
414,1,18,5,6
415,1,18,6,1
416,1,18,7,5
417,1,18,8,2
418,1,18,9,7
419,1,18,10,6
420,1,18,11,1
421,1,18,12,2
422,1,18,14,1
423,1,18,15,2
424,1,18,16,3
425,1,18,17,2
426,1,18,19,1
427,1,18,20,1
428,1,19,1,4
429,1,19,2,3
430,1,19,3,3
431,1,19,4,3
432,1,19,5,7
433,1,19,6,5
434,1,19,7,3
435,1,19,8,1
436,1,19,9,4
437,1,19,11,1
438,1,19,12,1
439,1,19,13,3
440,1,19,14,1
441,1,19,16,1
442,1,19,17,1
443,1,19,18,1
444,1,19,23,1
445,1,20,1,2
446,1,20,2,5
447,1,20,3,4
448,1,20,4,3
449,1,20,5,3
450,1,20,6,3
451,1,20,7,4
452,1,20,8,6
453,1,20,9,6
454,1,20,10,2
455,1,20,11,1
456,1,20,12,1
457,1,20,14,1
458,1,20,16,1
459,1,20,17,2
460,1,20,21,1
461,1,20,22,1
462,1,21,1,2
463,1,21,2,4
464,1,21,4,9
465,1,21,5,4
466,1,21,6,2
467,1,21,7,3
468,1,21,9,2
469,1,21,10,1
470,1,21,15,1
471,1,21,20,3
472,1,21,23,1
473,1,21,24,1
474,1,22,1,4
475,1,22,2,3
476,1,22,3,5
477,1,22,4,3
478,1,22,5,1
479,1,22,7,1
480,1,22,10,2
481,1,22,11,1
482,1,22,12,2
483,1,22,15,2
484,1,23,1,4
485,1,23,2,7
486,1,23,3,3
487,1,23,4,3
488,1,23,5,4
489,1,23,6,1
490,1,23,7,1
491,1,23,8,2
492,1,23,9,1
493,1,23,11,1
494,1,23,13,3
495,1,23,19,1
496,1,24,1,2
497,1,24,3,2
498,1,24,4,1
499,1,24,5,1
500,1,24,6,1
501,1,24,9,1
502,1,24,13,2
503,1,24,14,1
504,1,24,15,1
505,1,24,23,1
506,1,25,2,2
507,1,25,7,1
508,1,25,8,3
509,1,25,10,2
510,1,25,11,1
511,1,25,30,1
512,1,26,1,1
513,1,26,2,1
514,1,26,3,2
515,1,26,4,1
516,1,26,5,1
517,1,26,6,1
518,1,26,7,1
519,1,26,8,1
520,1,26,12,1
521,1,26,16,1
522,1,26,20,1
523,1,27,1,2
524,1,27,2,1
525,1,27,3,1
526,1,27,4,1
527,1,27,7,1
528,1,27,9,1
529,1,27,10,1
530,1,27,12,1
531,1,27,13,1
532,1,27,19,1
533,1,28,7,1
534,1,28,9,1
535,1,28,12,1
536,1,28,13,1
537,1,28,15,1
538,1,29,6,2
539,1,29,10,1
540,1,29,14,1
541,1,29,18,1
542,1,30,3,1
543,1,30,4,1
544,1,30,12,1
545,1,30,15,1
546,1,30,17,1
547,1,30,27,1
548,1,31,1,1
549,1,31,2,1
550,1,32,11,1
551,1,33,18,1
552,1,38,7,1
553,2,2,3,3
554,2,2,4,2
555,2,2,6,2
556,2,2,7,2
557,2,2,8,4
558,2,2,9,4
559,2,2,10,2
560,2,2,12,2
561,2,2,13,2
562,2,2,14,3
563,2,2,15,6
564,2,2,16,2
565,2,2,17,2
566,2,2,18,1
567,2,2,19,2
568,2,2,20,1
569,2,2,22,1
570,2,2,23,2
571,2,2,25,1
572,2,2,27,2
573,2,2,28,1
574,2,2,29,2
575,2,2,37,1
576,2,3,2,1
577,2,3,3,4
578,2,3,4,1
579,2,3,5,3
580,2,3,6,2
581,2,3,7,6
582,2,3,8,6
583,2,3,9,8
584,2,3,10,7
585,2,3,11,4
586,2,3,12,4
587,2,3,13,3
588,2,3,14,4
589,2,3,15,5
590,2,3,16,3
591,2,3,17,7
592,2,3,19,1
593,2,3,20,6
594,2,3,21,2
595,2,3,22,2
596,2,3,23,5
597,2,3,24,3
598,2,3,25,3
599,2,3,26,1
600,2,3,27,2
601,2,3,28,3
602,2,3,29,1
603,2,3,30,3
604,2,3,31,2
605,2,3,32,2
606,2,3,33,1
607,2,3,36,1
608,2,4,2,1
609,2,4,3,3
610,2,4,5,7
611,2,4,6,3
612,2,4,7,6
613,2,4,8,3
614,2,4,9,5
615,2,4,10,6
616,2,4,11,8
617,2,4,12,4
618,2,4,13,6
619,2,4,14,5
620,2,4,15,2
621,2,4,16,7
622,2,4,17,6
623,2,4,18,2
624,2,4,19,4
625,2,4,20,6
626,2,4,21,3
627,2,4,22,1
628,2,4,23,3
629,2,4,24,3
630,2,4,25,4
631,2,4,26,2
632,2,4,27,1
633,2,4,28,3
634,2,4,29,5
635,2,4,30,2
636,2,4,32,1
637,2,4,33,2
638,2,5,2,2
639,2,5,3,6
640,2,5,4,3
641,2,5,5,5
642,2,5,6,4
643,2,5,7,9
644,2,5,8,9
645,2,5,9,12
646,2,5,10,8
647,2,5,11,9
648,2,5,12,9
649,2,5,13,4
650,2,5,14,10
651,2,5,15,7
652,2,5,16,8
653,2,5,17,13
654,2,5,18,8
655,2,5,19,5
656,2,5,20,5
657,2,5,21,7
658,2,5,22,6
659,2,5,23,3
660,2,5,24,1
661,2,5,25,2
662,2,5,26,4
663,2,5,27,5
664,2,5,28,2
665,2,5,29,3
666,2,5,30,1
667,2,5,31,1
668,2,5,33,1
669,2,5,35,1
670,2,6,2,2
671,2,6,3,5
672,2,6,4,5
673,2,6,5,10
674,2,6,6,9
675,2,6,7,17
676,2,6,8,9
677,2,6,9,7
678,2,6,10,8
679,2,6,11,9
680,2,6,12,5
681,2,6,13,9
682,2,6,14,7
683,2,6,15,9
684,2,6,16,5
685,2,6,17,6
686,2,6,18,3
687,2,6,19,9
688,2,6,20,4
689,2,6,21,6
690,2,6,22,5
691,2,6,23,5
692,2,6,24,3
693,2,6,25,2
694,2,6,26,2
695,2,6,27,2
696,2,6,28,2
697,2,6,29,1
698,2,6,30,3
699,2,6,32,1
700,2,7,2,2
701,2,7,3,1
702,2,7,4,8
703,2,7,5,8
704,2,7,6,11
705,2,7,7,10
706,2,7,8,10
707,2,7,9,8
708,2,7,10,10
709,2,7,11,13
710,2,7,12,13
711,2,7,13,14
712,2,7,14,8
713,2,7,15,7
714,2,7,16,8
715,2,7,17,11
716,2,7,18,6
717,2,7,19,4
718,2,7,20,9
719,2,7,21,5
720,2,7,22,7
721,2,7,23,6
722,2,7,24,6
723,2,7,25,6
724,2,7,26,2
725,2,7,27,1
726,2,7,29,1
727,2,7,30,2
728,2,7,31,1
729,2,7,32,1
730,2,7,34,1
731,2,7,37,1
732,2,7,40,1
733,2,8,2,4
734,2,8,3,5
735,2,8,4,11
736,2,8,5,13
737,2,8,6,9
738,2,8,7,10
739,2,8,8,13
740,2,8,9,13
741,2,8,10,10
742,2,8,11,13
743,2,8,12,12
744,2,8,13,11
745,2,8,14,8
746,2,8,15,6
747,2,8,16,9
748,2,8,17,10
749,2,8,18,5
750,2,8,19,5
751,2,8,20,7
752,2,8,21,4
753,2,8,22,8
754,2,8,23,6
755,2,8,24,4
756,2,8,25,3
757,2,8,26,2
758,2,8,27,5
759,2,8,28,3
760,2,8,29,1
761,2,8,30,4
762,2,8,31,1
763,2,8,32,1
764,2,8,34,1
765,2,9,2,5
766,2,9,3,6
767,2,9,4,3
768,2,9,5,10
769,2,9,6,8
770,2,9,7,14
771,2,9,8,14
772,2,9,9,9
773,2,9,10,9
774,2,9,11,3
775,2,9,12,10
776,2,9,13,9
777,2,9,14,8
778,2,9,15,6
779,2,9,16,10
780,2,9,17,11
781,2,9,18,9
782,2,9,19,12
783,2,9,20,3
784,2,9,21,7
785,2,9,22,4
786,2,9,23,4
787,2,9,24,5
788,2,9,25,6
789,2,9,26,5
790,2,9,28,4
791,2,9,30,1
792,2,9,31,1
793,2,9,32,3
794,2,9,34,1
795,2,9,40,1
796,2,9,43,1
797,2,10,2,4
798,2,10,3,5
799,2,10,4,7
800,2,10,5,10
801,2,10,6,10
802,2,10,7,8
803,2,10,8,5
804,2,10,9,21
805,2,10,10,11
806,2,10,11,8
807,2,10,12,11
808,2,10,13,14
809,2,10,14,15
810,2,10,15,10
811,2,10,16,6
812,2,10,17,10
813,2,10,18,3
814,2,10,19,6
815,2,10,20,10
816,2,10,21,4
817,2,10,22,7
818,2,10,23,1
819,2,10,24,7
820,2,10,25,5
821,2,10,26,6
822,2,10,27,3
823,2,10,28,2
824,2,10,29,3
825,2,10,31,2
826,2,10,32,1
827,2,10,33,2
828,2,10,34,2
829,2,10,35,1
830,2,10,42,1
831,2,11,2,1
832,2,11,3,3
833,2,11,4,5
834,2,11,5,8
835,2,11,6,6
836,2,11,7,9
837,2,11,8,9
838,2,11,9,13
839,2,11,10,7
840,2,11,11,7
841,2,11,12,10
842,2,11,13,7
843,2,11,14,9
844,2,11,15,8
845,2,11,16,10
846,2,11,17,7
847,2,11,18,7
848,2,11,19,8
849,2,11,20,7
850,2,11,21,8
851,2,11,22,4
852,2,11,23,3
853,2,11,24,4
854,2,11,25,2
855,2,11,26,3
856,2,11,27,4
857,2,11,28,3
858,2,11,29,2
859,2,11,30,3
860,2,11,31,1
861,2,11,32,1
862,2,11,33,1
863,2,11,35,1
864,2,11,38,1
865,2,11,39,1
866,2,12,2,1
867,2,12,3,5
868,2,12,4,5
869,2,12,5,13
870,2,12,6,6
871,2,12,7,12
872,2,12,8,11
873,2,12,9,11
874,2,12,10,12
875,2,12,11,12
876,2,12,12,8
877,2,12,13,10
878,2,12,14,7
879,2,12,15,9
880,2,12,16,10
881,2,12,17,5
882,2,12,18,12
883,2,12,19,5
884,2,12,20,5
885,2,12,21,7
886,2,12,22,12
887,2,12,23,9
888,2,12,24,2
889,2,12,25,2
890,2,12,26,8
891,2,12,27,3
892,2,12,28,1
893,2,12,29,1
894,2,12,30,1
895,2,12,31,1
896,2,12,32,2
897,2,12,34,1
898,2,12,35,1
899,2,12,37,1
900,2,12,40,1
901,2,13,2,2
902,2,13,3,5
903,2,13,4,2
904,2,13,5,12
905,2,13,6,13
906,2,13,7,9
907,2,13,8,11
908,2,13,9,10
909,2,13,10,18
910,2,13,11,8
911,2,13,12,14
912,2,13,13,6
913,2,13,14,12
914,2,13,15,15
915,2,13,16,2
916,2,13,17,5
917,2,13,18,5
918,2,13,19,3
919,2,13,20,14
920,2,13,21,6
921,2,13,23,4
922,2,13,24,6
923,2,13,25,6
924,2,13,26,1
925,2,13,28,2
926,2,13,29,2
927,2,13,30,3
928,2,13,31,4
929,2,13,32,6
930,2,13,36,1
931,2,14,2,5
932,2,14,3,5
933,2,14,4,5
934,2,14,5,7
935,2,14,6,9
936,2,14,7,5
937,2,14,8,10
938,2,14,9,9
939,2,14,10,11
940,2,14,11,5
941,2,14,12,7
942,2,14,13,12
943,2,14,14,8
944,2,14,15,10
945,2,14,16,12
946,2,14,17,12
947,2,14,18,7
948,2,14,19,10
949,2,14,20,8
950,2,14,21,6
951,2,14,22,5
952,2,14,23,3
953,2,14,24,3
954,2,14,25,2
955,2,14,26,5
956,2,14,27,3
957,2,14,28,2
958,2,14,29,2
959,2,14,31,3
960,2,14,32,1
961,2,14,33,1
962,2,14,36,1
963,2,14,39,1
964,2,15,2,1
965,2,15,3,7
966,2,15,4,2
967,2,15,5,10
968,2,15,6,4
969,2,15,7,4
970,2,15,8,16
971,2,15,9,8
972,2,15,10,10
973,2,15,11,9
974,2,15,12,11
975,2,15,13,9
976,2,15,14,8
977,2,15,15,14
978,2,15,16,9
979,2,15,17,10
980,2,15,18,8
981,2,15,19,9
982,2,15,20,5
983,2,15,21,9
984,2,15,22,5
985,2,15,23,5
986,2,15,24,6
987,2,15,25,3
988,2,15,26,2
989,2,15,27,3
990,2,15,28,2
991,2,15,29,4
992,2,15,30,1
993,2,15,31,2
994,2,15,35,1
995,2,15,37,1
996,2,16,2,3
997,2,16,3,3
998,2,16,4,7
999,2,16,5,7
1000,2,16,6,5
1001,2,16,7,8
1002,2,16,8,12
1003,2,16,9,5
1004,2,16,10,13
1005,2,16,11,6
1006,2,16,12,9
1007,2,16,13,9
1008,2,16,14,10
1009,2,16,15,13
1010,2,16,16,8
1011,2,16,17,8
1012,2,16,18,6
1013,2,16,19,2
1014,2,16,20,5
1015,2,16,21,9
1016,2,16,22,3
1017,2,16,23,5
1018,2,16,24,3
1019,2,16,25,4
1020,2,16,26,1
1021,2,16,27,3
1022,2,16,28,5
1023,2,16,29,2
1024,2,16,30,1
1025,2,16,32,1
1026,2,17,2,1
1027,2,17,3,7
1028,2,17,4,2
1029,2,17,5,5
1030,2,17,6,6
1031,2,17,7,8
1032,2,17,8,8
1033,2,17,9,7
1034,2,17,10,9
1035,2,17,11,8
1036,2,17,12,7
1037,2,17,13,11
1038,2,17,14,8
1039,2,17,15,9
1040,2,17,16,11
1041,2,17,17,10
1042,2,17,18,9
1043,2,17,19,5
1044,2,17,20,5
1045,2,17,21,9
1046,2,17,22,5
1047,2,17,23,8
1048,2,17,24,4
1049,2,17,25,3
1050,2,17,26,3
1051,2,17,27,5
1052,2,17,28,2
1053,2,17,29,1
1054,2,17,30,2
1055,2,17,31,2
1056,2,17,34,1
1057,2,17,35,3
1058,2,17,41,1
1059,2,18,2,1
1060,2,18,3,2
1061,2,18,4,6
1062,2,18,5,3
1063,2,18,6,5
1064,2,18,7,6
1065,2,18,8,7
1066,2,18,9,8
1067,2,18,10,6
1068,2,18,11,10
1069,2,18,12,10
1070,2,18,13,6
1071,2,18,14,6
1072,2,18,15,8
1073,2,18,16,5
1074,2,18,17,3
1075,2,18,18,3
1076,2,18,19,10
1077,2,18,20,3
1078,2,18,21,7
1079,2,18,22,7
1080,2,18,23,3
1081,2,18,24,2
1082,2,18,25,1
1083,2,18,26,4
1084,2,18,28,1
1085,2,18,29,3
1086,2,18,30,1
1087,2,18,31,1
1088,2,18,32,1
1089,2,18,34,3
1090,2,18,35,1
1091,2,19,2,2
1092,2,19,3,5
1093,2,19,4,4
1094,2,19,5,2
1095,2,19,6,8
1096,2,19,7,7
1097,2,19,8,4
1098,2,19,9,7
1099,2,19,10,8
1100,2,19,11,6
1101,2,19,12,11
1102,2,19,13,6
1103,2,19,14,9
1104,2,19,15,5
1105,2,19,16,8
1106,2,19,17,6
1107,2,19,18,7
1108,2,19,19,6
1109,2,19,20,3
1110,2,19,21,8
1111,2,19,22,1
1112,2,19,23,3
1113,2,19,24,2
1114,2,19,25,4
1115,2,19,26,5
1116,2,19,27,2
1117,2,19,28,1
1118,2,19,29,1
1119,2,19,31,3
1120,2,19,34,2
1121,2,20,2,4
1122,2,20,3,3
1123,2,20,4,2
1124,2,20,5,11
1125,2,20,6,11
1126,2,20,7,5
1127,2,20,8,6
1128,2,20,9,8
1129,2,20,10,9
1130,2,20,11,7
1131,2,20,12,8
1132,2,20,13,3
1133,2,20,14,6
1134,2,20,15,8
1135,2,20,16,3
1136,2,20,17,5
1137,2,20,18,5
1138,2,20,19,5
1139,2,20,20,5
1140,2,20,21,1
1141,2,20,22,4
1142,2,20,23,2
1143,2,20,24,5
1144,2,20,25,2
1145,2,20,26,3
1146,2,20,27,2
1147,2,20,28,2
1148,2,20,29,1
1149,2,20,30,2
1150,2,20,31,2
1151,2,20,32,2
1152,2,20,35,1
1153,2,21,2,3
1154,2,21,3,4
1155,2,21,4,7
1156,2,21,5,7
1157,2,21,6,3
1158,2,21,7,7
1159,2,21,8,5
1160,2,21,9,4
1161,2,21,10,6
1162,2,21,11,7
1163,2,21,12,12
1164,2,21,13,12
1165,2,21,14,6
1166,2,21,15,6
1167,2,21,16,6
1168,2,21,17,4
1169,2,21,18,8
1170,2,21,19,3
1171,2,21,20,7
1172,2,21,21,1
1173,2,21,22,2
1174,2,21,23,4
1175,2,21,24,3
1176,2,21,25,1
1177,2,21,26,2
1178,2,21,28,1
1179,2,21,29,2
1180,2,21,30,1
1181,2,21,33,1
1182,2,22,3,1
1183,2,22,4,4
1184,2,22,5,6
1185,2,22,6,4
1186,2,22,7,10
1187,2,22,8,5
1188,2,22,9,3
1189,2,22,10,6
1190,2,22,11,4
1191,2,22,12,2
1192,2,22,13,4
1193,2,22,14,10
1194,2,22,15,5
1195,2,22,16,4
1196,2,22,17,3
1197,2,22,18,5
1198,2,22,19,4
1199,2,22,20,3
1200,2,22,21,1
1201,2,22,22,1
1202,2,22,23,1
1203,2,22,24,3
1204,2,22,25,4
1205,2,22,26,2
1206,2,22,27,1
1207,2,22,28,1
1208,2,22,29,1
1209,2,22,30,2
1210,2,22,31,1
1211,2,22,32,1
1212,2,22,33,2
1213,2,22,35,1
1214,2,22,36,1
1215,2,23,3,3
1216,2,23,4,4
1217,2,23,5,3
1218,2,23,6,3
1219,2,23,7,4
1220,2,23,8,9
1221,2,23,9,1
1222,2,23,10,4
1223,2,23,11,4
1224,2,23,12,5
1225,2,23,13,6
1226,2,23,14,6
1227,2,23,15,6
1228,2,23,16,4
1229,2,23,17,2
1230,2,23,18,4
1231,2,23,19,6
1232,2,23,20,5
1233,2,23,21,3
1234,2,23,22,2
1235,2,23,23,1
1236,2,23,24,2
1237,2,23,25,2
1238,2,23,26,1
1239,2,23,27,2
1240,2,23,28,4
1241,2,23,32,1
1242,2,24,2,3
1243,2,24,3,3
1244,2,24,4,3
1245,2,24,5,3
1246,2,24,6,8
1247,2,24,7,5
1248,2,24,8,2
1249,2,24,9,4
1250,2,24,10,6
1251,2,24,11,6
1252,2,24,12,1
1253,2,24,13,5
1254,2,24,14,3
1255,2,24,15,3
1256,2,24,16,3
1257,2,24,17,5
1258,2,24,18,2
1259,2,24,19,3
1260,2,24,20,3
1261,2,24,21,3
1262,2,24,22,4
1263,2,24,23,1
1264,2,24,25,2
1265,2,24,26,2
1266,2,24,27,1
1267,2,24,29,3
1268,2,24,30,2
1269,2,24,31,1
1270,2,24,32,1
1271,2,24,34,1
1272,2,25,3,4
1273,2,25,4,3
1274,2,25,5,3
1275,2,25,6,2
1276,2,25,7,5
1277,2,25,8,7
1278,2,25,9,2
1279,2,25,10,4
1280,2,25,11,2
1281,2,25,12,2
1282,2,25,13,7
1283,2,25,14,1
1284,2,25,15,2
1285,2,25,16,2
1286,2,25,17,4
1287,2,25,18,1
1288,2,25,19,3
1289,2,25,20,1
1290,2,25,21,4
1291,2,25,22,2
1292,2,25,23,1
1293,2,25,24,2
1294,2,25,25,1
1295,2,25,26,1
1296,2,25,27,1
1297,2,25,28,1
1298,2,25,29,1
1299,2,25,30,2
1300,2,25,33,2
1301,2,26,3,2
1302,2,26,4,4
1303,2,26,5,2
1304,2,26,6,1
1305,2,26,8,3
1306,2,26,9,4
1307,2,26,10,5
1308,2,26,11,2
1309,2,26,12,4
1310,2,26,13,5
1311,2,26,14,5
1312,2,26,15,1
1313,2,26,16,4
1314,2,26,17,3
1315,2,26,18,2
1316,2,26,19,5
1317,2,26,20,1
1318,2,26,21,4
1319,2,26,22,2
1320,2,26,23,2
1321,2,26,24,5
1322,2,26,25,1
1323,2,26,27,2
1324,2,26,29,1
1325,2,26,33,1
1326,2,27,3,5
1327,2,27,4,4
1328,2,27,5,1
1329,2,27,6,5
1330,2,27,7,2
1331,2,27,8,3
1332,2,27,9,2
1333,2,27,10,4
1334,2,27,11,1
1335,2,27,12,1
1336,2,27,13,2
1337,2,27,14,1
1338,2,27,15,4
1339,2,27,16,4
1340,2,27,17,1
1341,2,27,18,1
1342,2,27,19,3
1343,2,27,20,3
1344,2,27,21,1
1345,2,27,23,1
1346,2,27,24,1
1347,2,27,26,1
1348,2,27,28,1
1349,2,27,30,1
1350,2,27,32,1
1351,2,27,35,1
1352,2,28,2,2
1353,2,28,4,1
1354,2,28,6,1
1355,2,28,7,4
1356,2,28,8,4
1357,2,28,9,1
1358,2,28,10,1
1359,2,28,11,3
1360,2,28,12,2
1361,2,28,13,2
1362,2,28,14,2
1363,2,28,15,6
1364,2,28,16,1
1365,2,28,17,3
1366,2,28,18,2
1367,2,28,19,1
1368,2,28,20,4
1369,2,28,21,3
1370,2,28,23,1
1371,2,28,24,1
1372,2,28,27,1
1373,2,28,29,2
1374,2,28,35,1
1375,2,28,36,1
1376,2,29,4,2
1377,2,29,5,1
1378,2,29,6,2
1379,2,29,7,1
1380,2,29,8,1
1381,2,29,9,3
1382,2,29,10,4
1383,2,29,11,1
1384,2,29,12,2
1385,2,29,13,4
1386,2,29,14,5
1387,2,29,15,2
1388,2,29,16,2
1389,2,29,17,5
1390,2,29,18,3
1391,2,29,19,2
1392,2,29,20,1
1393,2,29,21,3
1394,2,29,22,2
1395,2,29,23,1
1396,2,29,24,1
1397,2,29,39,1
1398,2,30,4,1
1399,2,30,6,1
1400,2,30,7,2
1401,2,30,8,4
1402,2,30,9,3
1403,2,30,10,3
1404,2,30,11,2
1405,2,30,12,4
1406,2,30,13,2
1407,2,30,14,2
1408,2,30,16,3
1409,2,30,17,2
1410,2,30,18,3
1411,2,30,19,1
1412,2,30,21,2
1413,2,30,24,1
1414,2,30,25,1
1415,2,30,26,2
1416,2,30,29,1
1417,2,30,30,1
1418,2,31,5,2
1419,2,31,6,1
1420,2,31,7,1
1421,2,31,8,2
1422,2,31,10,1
1423,2,31,12,2
1424,2,31,13,2
1425,2,31,15,2
1426,2,31,16,5
1427,2,31,17,2
1428,2,31,19,2
1429,2,31,20,2
1430,2,31,21,1
1431,2,31,24,2
1432,2,31,27,1
1433,2,31,32,1
1434,2,32,6,2
1435,2,32,7,2
1436,2,32,8,1
1437,2,32,9,2
1438,2,32,11,2
1439,2,32,12,2
1440,2,32,13,4
1441,2,32,14,1
1442,2,32,15,1
1443,2,32,17,2
1444,2,32,18,1
1445,2,32,19,2
1446,2,32,22,1
1447,2,32,23,3
1448,2,32,24,1
1449,2,32,28,1
1450,2,32,38,1
1451,2,33,4,1
1452,2,33,6,2
1453,2,33,7,1
1454,2,33,10,1
1455,2,33,11,1
1456,2,33,12,4
1457,2,33,14,1
1458,2,33,18,1
1459,2,33,21,1
1460,2,33,34,1
1461,2,34,6,2
1462,2,34,7,2
1463,2,34,8,1
1464,2,34,9,1
1465,2,34,10,1
1466,2,34,11,1
1467,2,34,12,1
1468,2,34,13,1
1469,2,34,14,1
1470,2,34,16,1
1471,2,34,24,1
1472,2,34,30,1
1473,2,35,5,1
1474,2,35,6,1
1475,2,35,8,1
1476,2,35,12,1
1477,2,35,15,1
1478,2,35,17,1
1479,2,35,18,1
1480,2,35,20,1
1481,2,35,22,1
1482,2,35,23,1
1483,2,35,29,2
1484,2,35,30,1
1485,2,36,7,1
1486,2,36,15,1
1487,2,36,18,2
1488,2,36,22,1
1489,2,37,8,1
1490,2,37,16,1
1491,2,37,22,1
1492,2,37,26,1
1493,2,38,3,1
1494,2,38,20,1
1495,2,39,8,1
1496,2,39,12,1
1497,2,39,17,1
1498,2,40,6,1
1499,2,40,10,1
1500,2,40,11,1
1501,2,41,15,1
1502,2,42,18,1
1503,2,43,12,1
1504,3,3,9,1
1505,3,3,13,1
1506,3,3,18,1
1507,3,3,21,1
1508,3,4,18,1
1509,3,4,22,1
1510,3,4,24,1
1511,3,4,26,1
1512,3,4,28,1
1513,3,4,29,1
1514,3,4,31,1
1515,3,4,36,1
1516,3,5,14,1
1517,3,5,15,2
1518,3,5,16,1
1519,3,5,18,1
1520,3,5,19,1
1521,3,5,20,1
1522,3,5,21,1
1523,3,5,23,1
1524,3,5,25,2
1525,3,5,26,1
1526,3,5,29,1
1527,3,5,34,2
1528,3,5,35,1
