Saturday
September 2 2023	
12
13
30
33
35
43
17
Wednesday
August 23 2023	
3
13
14
19
26
36
25
Wednesday
August 16 2023	
2
3
6
7
17
27
24
Saturday
August 12 2023	
2
5
7
12
31
44
29
Wednesday
July 19 2023	
15
25
30
31
40
48
22
Saturday
July 1 2023	
10
21
30
32
35
49
41
Saturday
June 17 2023	
16
31
42
44
45
48
15
Saturday
May 20 2023	
4
6
23
27
41
48
28
Wednesday
May 17 2023	
16
25
28
40
47
49
7
Saturday
May 6 2023	
3
19
23
30
37
42
1
Saturday
April 29 2023	
6
11
28
29
39
43
34
Saturday
April 22 2023	
4
8
21
38
46
49
36
Saturday
April 8 2023	
8
13
16
27
31
46
41
Wednesday
March 29 2023	
9
10
12
17
30
45
44
